,Date,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
14,2018-06-03,Lance Lynn,MIN,47.0,216,8.2,5.4,1.5,1.0,19.9%,13.0%,6.9%,.290,1.74,.355,71.4%,4.63,4.55
15,2018-06-03,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
16,2018-06-03,Eric Skoglund,KCR,40.0,169,7.2,2.5,2.9,1.8,18.9%,6.5%,12.4%,.263,1.30,.284,63.1%,5.14,4.31
17,2018-06-03,Michael Fulmer,DET,44.1,188,8.7,3.9,2.3,1.2,22.9%,10.1%,12.8%,.245,1.35,.297,70.9%,4.40,4.24
18,2018-06-03,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
19,2018-06-03,Jakob Junis,KCR,48.2,208,8.5,2.4,3.5,1.7,22.1%,6.3%,15.9%,.253,1.27,.288,79.4%,4.54,4.10
20,2018-06-03,Jose Berrios,MIN,54.0,220,8.3,2.2,3.8,1.5,22.7%,5.9%,16.8%,.221,1.07,.248,70.3%,4.36,4.03
21,2018-06-03,Mike Clevinger,CLE,55.0,216,7.7,2.8,2.8,0.5,21.8%,7.9%,13.9%,.227,1.13,.284,73.1%,3.14,3.88
22,2018-06-03,Carlos Carrasco,CLE,55.1,235,9.6,2.6,3.7,1.3,25.1%,6.8%,18.3%,.258,1.30,.320,68.5%,3.88,3.74
23,2018-06-03,Kyle Gibson,MIN,48.1,197,9.9,3.4,2.9,0.9,26.9%,9.1%,17.8%,.209,1.14,.269,76.0%,3.55,3.51
24,2018-06-03,Trevor Bauer,CLE,58.0,243,11.8,3.3,3.6,0.6,31.3%,8.6%,22.6%,.218,1.19,.314,68.8%,2.63,3.04
25,2018-06-03,Corey Kluber,CLE,55.0,210,9.0,0.7,13.8,1.5,26.2%,1.9%,24.3%,.220,0.89,.255,90.9%,3.56,2.70
0,2018-06-04,Carson Fulmer,CHW,20.1,99,7.5,6.6,1.1,2.7,17.2%,15.2%,2.0%,.247,1.72,.241,60.8%,7.98,6.91
1,2018-06-04,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-06-04,Hector Santiago,CHW,27.1,129,7.2,6.6,1.1,2.6,17.1%,15.5%,1.6%,.278,1.83,.282,75.4%,7.66,6.39
3,2018-06-04,Reynaldo Lopez,CHW,45.0,196,4.6,3.2,1.4,1.0,11.7%,8.2%,3.6%,.256,1.36,.270,65.5%,4.92,6.00
4,2018-06-04,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-06-04,Danny Duffy,KCR,43.2,201,6.4,4.1,1.6,2.3,15.4%,10.0%,5.5%,.306,1.72,.319,72.6%,6.46,5.57
6,2018-06-04,Mike Fiers,DET,43.0,186,5.4,1.9,2.9,1.9,14.0%,4.8%,9.1%,.290,1.40,.298,76.4%,5.37,5.26
7,2018-06-04,Jake Odorizzi,MIN,41.2,180,9.1,3.2,2.8,2.2,23.3%,8.3%,15.0%,.253,1.34,.282,77.8%,5.56,5.18
8,2018-06-04,Jason Hammel,KCR,55.0,241,5.6,2.5,2.3,1.1,14.1%,6.2%,7.9%,.287,1.44,.313,65.1%,4.56,5.16
9,2018-06-04,Francisco Liriano,DET,40.0,164,7.0,4.7,1.5,1.4,18.9%,12.8%,6.1%,.206,1.25,.221,73.4%,5.29,5.03
10,2018-06-04,Blaine Hardy,DET,22.1,92,6.4,2.4,2.7,0.4,17.4%,6.5%,10.9%,.247,1.21,.294,79.0%,3.25,4.96
11,2018-06-04,Matthew Boyd,DET,44.2,187,7.5,3.6,2.1,0.6,19.8%,9.6%,10.2%,.229,1.25,.278,71.2%,3.79,4.95
12,2018-06-04,James Shields,CHW,58.1,237,6.8,3.4,2.0,0.9,18.6%,9.3%,9.3%,.215,1.17,.244,66.0%,4.17,4.90
13,2018-06-04,Ian Kennedy,KCR,37.2,178,8.4,3.6,2.3,2.2,19.7%,8.4%,11.2%,.325,1.81,.370,59.6%,5.60,4.82
14,2018-06-04,Lance Lynn,MIN,47.0,216,8.2,5.4,1.5,1.0,19.9%,13.0%,6.9%,.290,1.74,.355,71.4%,4.63,4.55
15,2018-06-04,Jordan Zimmermann,DET,20.1,87,9.3,3.1,3.0,2.2,24.1%,8.1%,16.1%,.212,1.18,.222,82.3%,5.32,4.32
16,2018-06-04,Eric Skoglund,KCR,40.0,169,7.2,2.5,2.9,1.8,18.9%,6.5%,12.4%,.263,1.30,.284,63.1%,5.14,4.31
17,2018-06-04,Michael Fulmer,DET,50.1,212,8.2,3.9,2.1,1.3,21.7%,10.4%,11.3%,.245,1.35,.289,69.8%,4.57,4.31
18,2018-06-04,Jose Berrios,MIN,47.0,196,8.6,2.5,3.5,1.7,23.0%,6.6%,16.3%,.233,1.17,.262,68.3%,4.76,4.20
19,2018-06-04,Mike Clevinger,CLE,61.0,244,7.4,3.0,2.5,0.7,20.5%,8.2%,12.3%,.233,1.18,.280,74.2%,3.62,4.18
20,2018-06-04,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
21,2018-06-04,Jakob Junis,KCR,56.0,238,8.8,2.3,3.9,1.4,23.1%,5.9%,17.2%,.248,1.23,.291,77.0%,4.14,4.03
22,2018-06-04,Carlos Carrasco,CLE,48.1,210,9.7,2.8,3.5,1.5,24.8%,7.1%,17.6%,.275,1.41,.338,66.3%,4.22,3.84
23,2018-06-04,Dylan Covey,CHW,22.1,99,8.5,4.0,2.1,0.0,21.2%,10.1%,11.1%,.247,1.43,.324,65.6%,2.62,3.66
24,2018-06-04,Kyle Gibson,MIN,54.0,217,10.0,3.3,3.0,1.0,27.7%,9.2%,18.4%,.200,1.09,.256,76.0%,3.61,3.42
25,2018-06-04,Trevor Bauer,CLE,58.0,243,11.8,3.3,3.6,0.6,31.3%,8.6%,22.6%,.218,1.19,.314,68.8%,2.63,3.04
26,2018-06-04,Corey Kluber,CLE,55.0,210,9.0,0.7,13.8,1.5,26.2%,1.9%,24.3%,.220,0.89,.255,90.9%,3.56,2.70
0,2018-06-05,Carson Fulmer,CHW,20.1,99,7.5,6.6,1.1,2.7,17.2%,15.2%,2.0%,.247,1.72,.241,60.8%,7.98,6.91
1,2018-06-05,Lucas Giolito,CHW,37.0,178,5.4,6.1,0.9,1.9,12.4%,14.0%,-1.7%,.292,1.84,.299,60.5%,7.30,6.67
2,2018-06-05,Hector Santiago,CHW,27.1,129,7.2,6.6,1.1,2.6,17.1%,15.5%,1.6%,.278,1.83,.282,75.4%,7.66,6.39
3,2018-06-05,Danny Duffy,KCR,48.2,226,5.7,4.3,1.3,2.4,13.7%,10.2%,3.5%,.307,1.75,.310,73.8%,6.84,6.12
4,2018-06-05,Reynaldo Lopez,CHW,45.0,196,4.6,3.2,1.4,1.0,11.7%,8.2%,3.6%,.256,1.36,.270,65.5%,4.92,6.00
5,2018-06-05,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
6,2018-06-05,Jake Odorizzi,MIN,41.2,180,9.1,3.2,2.8,2.2,23.3%,8.3%,15.0%,.253,1.34,.282,77.8%,5.56,5.18
7,2018-06-05,Mike Fiers,DET,48.2,212,5.9,2.0,2.9,1.8,15.1%,5.2%,9.9%,.286,1.40,.299,78.6%,5.32,5.16
8,2018-06-05,Jason Hammel,KCR,55.0,241,5.6,2.5,2.3,1.1,14.1%,6.2%,7.9%,.287,1.44,.313,65.1%,4.56,5.16
9,2018-06-05,Francisco Liriano,DET,40.0,164,7.0,4.7,1.5,1.4,18.9%,12.8%,6.1%,.206,1.25,.221,73.4%,5.29,5.03
10,2018-06-05,Blaine Hardy,DET,22.1,92,6.4,2.4,2.7,0.4,17.4%,6.5%,10.9%,.247,1.21,.294,79.0%,3.25,4.96
11,2018-06-05,Matthew Boyd,DET,44.2,187,7.5,3.6,2.1,0.6,19.8%,9.6%,10.2%,.229,1.25,.278,71.2%,3.79,4.95
12,2018-06-05,James Shields,CHW,58.1,237,6.8,3.4,2.0,0.9,18.6%,9.3%,9.3%,.215,1.17,.244,66.0%,4.17,4.90
13,2018-06-05,Ian Kennedy,KCR,37.2,178,8.4,3.6,2.3,2.2,19.7%,8.4%,11.2%,.325,1.81,.370,59.6%,5.60,4.82
14,2018-06-05,Lance Lynn,MIN,47.0,216,8.2,5.4,1.5,1.0,19.9%,13.0%,6.9%,.290,1.74,.355,71.4%,4.63,4.55
15,2018-06-05,Eric Skoglund,KCR,40.0,169,7.2,2.5,2.9,1.8,18.9%,6.5%,12.4%,.263,1.30,.284,63.1%,5.14,4.31
16,2018-06-05,Michael Fulmer,DET,50.1,212,8.2,3.9,2.1,1.3,21.7%,10.4%,11.3%,.245,1.35,.289,69.8%,4.57,4.31
17,2018-06-05,Jose Berrios,MIN,47.0,196,8.6,2.5,3.5,1.7,23.0%,6.6%,16.3%,.233,1.17,.262,68.3%,4.76,4.20
18,2018-06-05,Mike Clevinger,CLE,61.0,244,7.4,3.0,2.5,0.7,20.5%,8.2%,12.3%,.233,1.18,.280,74.2%,3.62,4.18
19,2018-06-05,Fernando Romero,MIN,30.1,131,8.9,4.2,2.1,0.6,22.9%,10.7%,12.2%,.246,1.38,.317,71.1%,3.72,4.12
20,2018-06-05,Jakob Junis,KCR,56.0,238,8.8,2.3,3.9,1.4,23.1%,5.9%,17.2%,.248,1.23,.291,77.0%,4.14,4.03
21,2018-06-05,Carlos Carrasco,CLE,48.1,210,9.7,2.8,3.5,1.5,24.8%,7.1%,17.6%,.275,1.41,.338,66.3%,4.22,3.84
22,2018-06-05,Dylan Covey,CHW,22.1,99,8.5,4.0,2.1,0.0,21.2%,10.1%,11.1%,.247,1.43,.324,65.6%,2.62,3.66
23,2018-06-05,Kyle Gibson,MIN,54.0,217,10.0,3.3,3.0,1.0,27.7%,9.2%,18.4%,.200,1.09,.256,76.0%,3.61,3.42
24,2018-06-05,Trevor Bauer,CLE,58.0,243,11.8,3.3,3.6,0.6,31.3%,8.6%,22.6%,.218,1.19,.314,68.8%,2.63,3.04
25,2018-06-05,Corey Kluber,CLE,55.0,210,9.0,0.7,13.8,1.5,26.2%,1.9%,24.3%,.220,0.89,.255,90.9%,3.56,2.70
0,2018-06-06,Carson Fulmer,CHW,20.1,99,7.5,6.6,1.1,2.7,17.2%,15.2%,2.0%,.247,1.72,.241,60.8%,7.98,6.91
1,2018-06-06,Lucas Giolito,CHW,43.0,202,4.8,5.7,0.9,1.7,11.4%,13.4%,-2.0%,.290,1.77,.297,62.2%,6.81,6.54
2,2018-06-06,Hector Santiago,CHW,27.1,129,7.2,6.6,1.1,2.6,17.1%,15.5%,1.6%,.278,1.83,.282,75.4%,7.66,6.39
3,2018-06-06,Danny Duffy,KCR,48.2,226,5.7,4.3,1.3,2.4,13.7%,10.2%,3.5%,.307,1.75,.310,73.8%,6.84,6.12
4,2018-06-06,Reynaldo Lopez,CHW,52.0,221,4.7,3.5,1.4,0.9,12.2%,9.0%,3.2%,.234,1.27,.248,68.3%,4.76,6.02
5,2018-06-06,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
6,2018-06-06,Jason Hammel,KCR,46.0,209,5.9,2.5,2.3,1.4,14.3%,6.2%,8.1%,.306,1.57,.333,64.4%,4.88,5.20
7,2018-06-06,Jake Odorizzi,MIN,41.2,180,9.1,3.2,2.8,2.2,23.3%,8.3%,15.0%,.253,1.34,.282,77.8%,5.56,5.18
8,2018-06-06,Mike Fiers,DET,48.2,212,5.9,2.0,2.9,1.8,15.1%,5.2%,9.9%,.286,1.40,.299,78.6%,5.32,5.16
9,2018-06-06,Francisco Liriano,DET,40.0,164,7.0,4.7,1.5,1.4,18.9%,12.8%,6.1%,.206,1.25,.221,73.4%,5.29,5.03
10,2018-06-06,Blaine Hardy,DET,22.1,92,6.4,2.4,2.7,0.4,17.4%,6.5%,10.9%,.247,1.21,.294,79.0%,3.25,4.96
11,2018-06-06,Matthew Boyd,DET,44.2,187,7.5,3.6,2.1,0.6,19.8%,9.6%,10.2%,.229,1.25,.278,71.2%,3.79,4.95
12,2018-06-06,Ian Kennedy,KCR,37.2,178,8.4,3.6,2.3,2.2,19.7%,8.4%,11.2%,.325,1.81,.370,59.6%,5.60,4.82
13,2018-06-06,James Shields,CHW,53.0,210,6.8,3.1,2.2,1.0,19.1%,8.6%,10.5%,.199,1.06,.221,72.0%,4.20,4.81
14,2018-06-06,Lance Lynn,MIN,41.0,189,7.9,5.0,1.6,1.1,19.1%,12.2%,6.9%,.287,1.71,.342,73.9%,4.82,4.60
15,2018-06-06,Eric Skoglund,KCR,40.0,169,7.2,2.5,2.9,1.8,18.9%,6.5%,12.4%,.263,1.30,.284,63.1%,5.14,4.31
16,2018-06-06,Michael Fulmer,DET,43.1,183,8.7,4.4,2.0,1.2,22.9%,11.5%,11.5%,.237,1.36,.286,66.5%,4.61,4.26
17,2018-06-06,Fernando Romero,MIN,36.1,158,8.4,3.5,2.4,0.7,21.5%,8.9%,12.7%,.250,1.35,.311,73.8%,3.85,4.23
18,2018-06-06,Jose Berrios,MIN,47.0,196,8.6,2.5,3.5,1.7,23.0%,6.6%,16.3%,.233,1.17,.262,68.3%,4.76,4.20
19,2018-06-06,Mike Clevinger,CLE,61.0,244,7.4,3.0,2.5,0.7,20.5%,8.2%,12.3%,.233,1.18,.280,74.2%,3.62,4.18
20,2018-06-06,Jakob Junis,KCR,48.0,209,9.6,2.4,3.9,1.7,24.4%,6.2%,18.2%,.263,1.33,.313,78.6%,4.41,3.93
21,2018-06-06,Carlos Carrasco,CLE,48.1,210,9.7,2.8,3.5,1.5,24.8%,7.1%,17.6%,.275,1.41,.338,66.3%,4.22,3.84
22,2018-06-06,Dylan Covey,CHW,22.1,99,8.5,4.0,2.1,0.0,21.2%,10.1%,11.1%,.247,1.43,.324,65.6%,2.62,3.66
23,2018-06-06,Kyle Gibson,MIN,54.0,217,10.0,3.3,3.0,1.0,27.7%,9.2%,18.4%,.200,1.09,.256,76.0%,3.61,3.42
24,2018-06-06,Trevor Bauer,CLE,51.0,214,12.4,3.2,3.9,0.5,32.7%,8.4%,24.3%,.221,1.20,.328,67.5%,2.30,2.80
25,2018-06-06,Corey Kluber,CLE,62.0,237,9.0,0.6,15.5,1.3,26.2%,1.7%,24.5%,.224,0.90,.267,90.1%,3.29,2.63
0,2018-06-07,Carson Fulmer,CHW,20.1,99,7.5,6.6,1.1,2.7,17.2%,15.2%,2.0%,.247,1.72,.241,60.8%,7.98,6.91
1,2018-06-07,Hector Santiago,CHW,32.1,151,6.7,6.4,1.0,2.2,15.9%,15.2%,0.7%,.283,1.82,.295,75.8%,7.12,6.46
2,2018-06-07,Danny Duffy,KCR,44.0,199,5.9,4.3,1.4,2.5,14.6%,10.5%,4.0%,.294,1.66,.294,76.9%,6.89,6.20
3,2018-06-07,Reynaldo Lopez,CHW,52.0,221,4.7,3.5,1.4,0.9,12.2%,9.0%,3.2%,.234,1.27,.248,68.3%,4.76,6.02
4,2018-06-07,Lucas Giolito,CHW,41.0,184,4.8,4.4,1.1,1.5,12.0%,10.9%,1.1%,.279,1.56,.287,68.1%,6.21,5.96
5,2018-06-07,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
6,2018-06-07,Jason Hammel,KCR,46.0,209,5.9,2.5,2.3,1.4,14.3%,6.2%,8.1%,.306,1.57,.333,64.4%,4.88,5.20
7,2018-06-07,Francisco Liriano,DET,40.0,164,7.0,4.7,1.5,1.4,18.9%,12.8%,6.1%,.206,1.25,.221,73.4%,5.29,5.03
8,2018-06-07,Mike Fiers,DET,43.1,185,6.6,2.1,3.2,2.1,17.3%,5.4%,11.9%,.272,1.32,.282,82.2%,5.51,4.95
9,2018-06-07,Matthew Boyd,DET,44.2,187,7.5,3.6,2.1,0.6,19.8%,9.6%,10.2%,.229,1.25,.278,71.2%,3.79,4.95
10,2018-06-07,Blaine Hardy,DET,28.1,117,5.7,1.9,3.0,0.6,15.4%,5.1%,10.3%,.266,1.24,.303,73.1%,3.66,4.89
11,2018-06-07,Ian Kennedy,KCR,42.2,203,8.4,3.8,2.2,1.9,19.7%,8.9%,10.8%,.324,1.83,.375,64.2%,5.29,4.87
12,2018-06-07,Jake Odorizzi,MIN,46.2,201,9.4,3.1,3.1,1.9,24.4%,8.0%,16.4%,.258,1.35,.301,75.0%,5.07,4.83
13,2018-06-07,James Shields,CHW,53.0,210,6.8,3.1,2.2,1.0,19.1%,8.6%,10.5%,.199,1.06,.221,72.0%,4.20,4.81
14,2018-06-07,Lance Lynn,MIN,41.0,189,7.9,5.0,1.6,1.1,19.1%,12.2%,6.9%,.287,1.71,.342,73.9%,4.82,4.60
15,2018-06-07,Eric Skoglund,KCR,40.0,169,7.2,2.5,2.9,1.8,18.9%,6.5%,12.4%,.263,1.30,.284,63.1%,5.14,4.31
16,2018-06-07,Michael Fulmer,DET,43.1,183,8.7,4.4,2.0,1.2,22.9%,11.5%,11.5%,.237,1.36,.286,66.5%,4.61,4.26
17,2018-06-07,Fernando Romero,MIN,36.1,158,8.4,3.5,2.4,0.7,21.5%,8.9%,12.7%,.250,1.35,.311,73.8%,3.85,4.23
18,2018-06-07,Jose Berrios,MIN,47.0,196,8.6,2.5,3.5,1.7,23.0%,6.6%,16.3%,.233,1.17,.262,68.3%,4.76,4.20
19,2018-06-07,Mike Clevinger,CLE,52.0,213,8.1,3.1,2.6,0.9,22.1%,8.5%,13.6%,.258,1.31,.317,72.6%,3.70,3.97
20,2018-06-07,Jakob Junis,KCR,48.0,209,9.6,2.4,3.9,1.7,24.4%,6.2%,18.2%,.263,1.33,.313,78.6%,4.41,3.93
21,2018-06-07,Dylan Covey,CHW,22.1,99,8.5,4.0,2.1,0.0,21.2%,10.1%,11.1%,.247,1.43,.324,65.6%,2.62,3.66
22,2018-06-07,Carlos Carrasco,CLE,55.1,238,10.1,2.6,3.9,1.3,26.1%,6.7%,19.3%,.277,1.39,.353,69.3%,3.78,3.60
23,2018-06-07,Kyle Gibson,MIN,47.2,192,10.0,3.6,2.8,0.9,27.6%,9.9%,17.7%,.198,1.11,.254,78.7%,3.56,3.44
24,2018-06-07,Trevor Bauer,CLE,51.0,214,12.4,3.2,3.9,0.5,32.7%,8.4%,24.3%,.221,1.20,.328,67.5%,2.30,2.80
25,2018-06-07,Corey Kluber,CLE,62.0,237,9.0,0.6,15.5,1.3,26.2%,1.7%,24.5%,.224,0.90,.267,90.1%,3.29,2.63
0,2018-06-08,Carson Fulmer,CHW,20.1,99,7.5,6.6,1.1,2.7,17.2%,15.2%,2.0%,.247,1.72,.241,60.8%,7.98,6.91
1,2018-06-08,Hector Santiago,CHW,32.1,151,6.7,6.4,1.0,2.2,15.9%,15.2%,0.7%,.283,1.82,.295,75.8%,7.12,6.46
2,2018-06-08,Danny Duffy,KCR,44.0,199,5.9,4.3,1.4,2.5,14.6%,10.5%,4.0%,.294,1.66,.294,76.9%,6.89,6.20
3,2018-06-08,Lucas Giolito,CHW,41.0,184,4.8,4.4,1.1,1.5,12.0%,10.9%,1.1%,.279,1.56,.287,68.1%,6.21,5.96
4,2018-06-08,Reynaldo Lopez,CHW,47.0,198,4.8,3.1,1.6,1.0,12.6%,8.1%,4.5%,.236,1.23,.250,65.5%,4.76,5.87
5,2018-06-08,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
6,2018-06-08,Jason Hammel,KCR,52.0,236,6.2,2.4,2.6,1.4,15.3%,5.9%,9.3%,.306,1.56,.337,64.6%,4.76,5.08
7,2018-06-08,Francisco Liriano,DET,34.2,142,6.5,4.4,1.5,1.3,17.6%,12.0%,5.6%,.220,1.27,.237,74.4%,5.24,5.03
8,2018-06-08,Mike Fiers,DET,43.1,185,6.6,2.1,3.2,2.1,17.3%,5.4%,11.9%,.272,1.32,.282,82.2%,5.51,4.95
9,2018-06-08,Blaine Hardy,DET,28.1,117,5.7,1.9,3.0,0.6,15.4%,5.1%,10.3%,.266,1.24,.303,73.1%,3.66,4.89
10,2018-06-08,Matthew Boyd,DET,51.0,213,7.6,3.9,2.0,0.7,20.2%,10.3%,9.9%,.223,1.25,.270,73.3%,3.96,4.89
11,2018-06-08,Ian Kennedy,KCR,42.2,203,8.4,3.8,2.2,1.9,19.7%,8.9%,10.8%,.324,1.83,.375,64.2%,5.29,4.87
12,2018-06-08,Jake Odorizzi,MIN,46.2,201,9.4,3.1,3.1,1.9,24.4%,8.0%,16.4%,.258,1.35,.301,75.0%,5.07,4.83
13,2018-06-08,James Shields,CHW,59.0,238,7.0,3.1,2.3,1.4,19.3%,8.4%,10.9%,.212,1.12,.228,69.8%,4.65,4.83
14,2018-06-08,Lance Lynn,MIN,41.0,189,7.9,5.0,1.6,1.1,19.1%,12.2%,6.9%,.287,1.71,.342,73.9%,4.82,4.60
15,2018-06-08,Michael Fulmer,DET,43.1,183,8.7,4.4,2.0,1.2,22.9%,11.5%,11.5%,.237,1.36,.286,66.5%,4.61,4.26
16,2018-06-08,Fernando Romero,MIN,36.1,158,8.4,3.5,2.4,0.7,21.5%,8.9%,12.7%,.250,1.35,.311,73.8%,3.85,4.23
17,2018-06-08,Eric Skoglund,KCR,35.0,148,7.5,2.3,3.2,2.1,19.6%,6.1%,13.5%,.268,1.31,.287,67.0%,5.33,4.15
18,2018-06-08,Mike Clevinger,CLE,52.0,213,8.1,3.1,2.6,0.9,22.1%,8.5%,13.6%,.258,1.31,.317,72.6%,3.70,3.97
19,2018-06-08,Jose Berrios,MIN,56.0,227,8.8,2.1,4.2,1.4,24.2%,5.7%,18.5%,.228,1.09,.265,68.1%,4.14,3.94
20,2018-06-08,Jakob Junis,KCR,48.0,209,9.6,2.4,3.9,1.7,24.4%,6.2%,18.2%,.263,1.33,.313,78.6%,4.41,3.93
21,2018-06-08,Dylan Covey,CHW,22.1,99,8.5,4.0,2.1,0.0,21.2%,10.1%,11.1%,.247,1.43,.324,65.6%,2.62,3.66
22,2018-06-08,Carlos Carrasco,CLE,55.1,238,10.1,2.6,3.9,1.3,26.1%,6.7%,19.3%,.277,1.39,.353,69.3%,3.78,3.60
23,2018-06-08,Kyle Gibson,MIN,47.2,192,10.0,3.6,2.8,0.9,27.6%,9.9%,17.7%,.198,1.11,.254,78.7%,3.56,3.44
24,2018-06-08,Trevor Bauer,CLE,51.0,214,12.4,3.2,3.9,0.5,32.7%,8.4%,24.3%,.221,1.20,.328,67.5%,2.30,2.80
25,2018-06-08,Corey Kluber,CLE,55.0,211,9.5,0.7,14.5,1.1,27.5%,1.9%,25.6%,.223,0.91,.277,89.8%,2.98,2.47
0,2018-06-09,Hector Santiago,CHW,32.1,151,6.7,6.4,1.0,2.2,15.9%,15.2%,0.7%,.283,1.82,.295,75.8%,7.12,6.46
1,2018-06-09,Danny Duffy,KCR,44.0,199,5.9,4.3,1.4,2.5,14.6%,10.5%,4.0%,.294,1.66,.294,76.9%,6.89,6.20
2,2018-06-09,Lucas Giolito,CHW,41.0,184,4.8,4.4,1.1,1.5,12.0%,10.9%,1.1%,.279,1.56,.287,68.1%,6.21,5.96
3,2018-06-09,Reynaldo Lopez,CHW,47.0,198,4.8,3.1,1.6,1.0,12.6%,8.1%,4.5%,.236,1.23,.250,65.5%,4.76,5.87
4,2018-06-09,Josh Tomlin,CLE,22.0,100,5.7,0.8,7.0,4.5,14.0%,2.0%,12.0%,.323,1.50,.282,76.5%,8.93,5.59
5,2018-06-09,Jason Hammel,KCR,52.0,236,6.2,2.4,2.6,1.4,15.3%,5.9%,9.3%,.306,1.56,.337,64.6%,4.76,5.08
6,2018-06-09,Francisco Liriano,DET,34.2,142,6.5,4.4,1.5,1.3,17.6%,12.0%,5.6%,.220,1.27,.237,74.4%,5.24,5.03
7,2018-06-09,Mike Fiers,DET,43.1,185,6.6,2.1,3.2,2.1,17.3%,5.4%,11.9%,.272,1.32,.282,82.2%,5.51,4.95
8,2018-06-09,Blaine Hardy,DET,28.1,117,5.7,1.9,3.0,0.6,15.4%,5.1%,10.3%,.266,1.24,.303,73.1%,3.66,4.89
9,2018-06-09,Matthew Boyd,DET,51.0,213,7.6,3.9,2.0,0.7,20.2%,10.3%,9.9%,.223,1.25,.270,73.3%,3.96,4.89
10,2018-06-09,Ian Kennedy,KCR,42.2,203,8.4,3.8,2.2,1.9,19.7%,8.9%,10.8%,.324,1.83,.375,64.2%,5.29,4.87
11,2018-06-09,James Shields,CHW,59.0,238,7.0,3.1,2.3,1.4,19.3%,8.4%,10.9%,.212,1.12,.228,69.8%,4.65,4.83
12,2018-06-09,Jake Odorizzi,MIN,42.0,179,9.4,2.8,3.4,1.7,24.6%,7.3%,17.3%,.258,1.31,.306,76.9%,4.68,4.76
13,2018-06-09,Lance Lynn,MIN,47.0,213,8.2,4.8,1.7,1.0,20.2%,11.7%,8.5%,.274,1.62,.333,74.7%,4.44,4.46
14,2018-06-09,Fernando Romero,MIN,36.1,158,8.4,3.5,2.4,0.7,21.5%,8.9%,12.7%,.250,1.35,.311,73.8%,3.85,4.23
15,2018-06-09,Eric Skoglund,KCR,35.0,148,7.5,2.3,3.2,2.1,19.6%,6.1%,13.5%,.268,1.31,.287,67.0%,5.33,4.15
16,2018-06-09,Mike Clevinger,CLE,52.0,213,8.1,3.1,2.6,0.9,22.1%,8.5%,13.6%,.258,1.31,.317,72.6%,3.70,3.97
17,2018-06-09,Jakob Junis,KCR,53.1,235,9.4,2.4,4.0,2.0,23.8%,6.0%,17.9%,.279,1.41,.325,78.1%,4.89,3.97
18,2018-06-09,Jose Berrios,MIN,56.0,227,8.8,2.1,4.2,1.4,24.2%,5.7%,18.5%,.228,1.09,.265,68.1%,4.14,3.94
19,2018-06-09,Michael Fulmer,DET,50.1,208,8.8,3.8,2.3,1.1,23.6%,10.1%,13.5%,.232,1.27,.285,67.7%,4.13,3.93
20,2018-06-09,Carlos Carrasco,CLE,48.0,210,10.3,2.6,3.9,1.5,26.2%,6.7%,19.5%,.283,1.44,.359,66.9%,4.04,3.59
21,2018-06-09,Dylan Covey,CHW,28.1,120,8.9,3.5,2.5,0.0,23.3%,9.2%,14.2%,.229,1.27,.309,69.4%,2.35,3.46
22,2018-06-09,Kyle Gibson,MIN,47.2,192,10.0,3.6,2.8,0.9,27.6%,9.9%,17.7%,.198,1.11,.254,78.7%,3.56,3.44
23,2018-06-09,Trevor Bauer,CLE,59.0,246,12.5,2.9,4.3,0.5,33.3%,7.7%,25.6%,.221,1.17,.333,69.9%,2.06,2.69
24,2018-06-09,Corey Kluber,CLE,55.0,211,9.5,0.7,14.5,1.1,27.5%,1.9%,25.6%,.223,0.91,.277,89.8%,2.98,2.47
0,2018-06-10,Hector Santiago,CHW,32.1,151,6.7,6.4,1.0,2.2,15.9%,15.2%,0.7%,.283,1.82,.295,75.8%,7.12,6.46
1,2018-06-10,Lucas Giolito,CHW,41.0,184,4.8,4.4,1.1,1.5,12.0%,10.9%,1.1%,.279,1.56,.287,68.1%,6.21,5.96
