,Date,Rot,VH,Team,Pitcher,Final,Open,Close,RL,Open OU,Unnamed: 19,Close OU,Unnamed: 21,hand,qp,concat,F5,game_id
1998,2018-08-30,952,H,CIN,CREED-L,1,130,130.0,+1.5(-124),9.5,-110,9.0,100,L,Cody Reed,830952CREED-L,0,Game 1999
1999,2018-08-30,954,H,STL,JGANT-R,5,-135,-115.0,-1.5(+176),8.0,-105,8.0,-119,R,John Gant,830954JGANT-R,5,Game 2000
2000,2018-08-30,956,H,ATL,MFOLTYNEWICZ-R,4,-140,-132.0,-1.5(+151),8.0,-105,8.5,100,R,Mike Foltynewicz,830956MFOLTYNEWICZ-R,4,Game 2001
2001,2018-08-30,958,H,LAD,RHILL-L,1,-140,-155.0,-1.5(+135),7.5,-105,8.0,-127,L,Rich Hill,830958RHILL-L,0,Game 2002
2002,2018-08-30,960,H,SDG,ELAUER-L,3,128,128.0,+1.5(-132),8.0,-105,7.5,-126,L,Eric Lauer,830960ELAUER-L,2,Game 2003
2003,2018-08-30,962,H,CLE,MCLEVINGER-R,5,-205,-210.0,-1.5(-116),9.0,-110,8.5,-110,R,Mike Clevinger,830962MCLEVINGER-R,1,Game 2004
2004,2018-08-30,964,H,NYY,JHAPP-L,7,-300,-340.0,-1.5(-172),9.5,-119,9.0,-115,L,J.A. Happ,830964JHAPP-L,5,Game 2005
2005,2018-08-30,966,H,HOU,JVERLANDER-R,2,-230,-265.0,-1.5(-138),8.0,-105,8.0,-101,R,Justin Verlander,830966JVERLANDER-R,0,Game 2006
2006,2018-08-30,968,H,CWS,LGIOLITO-R,4,175,190.0,+1.5(+114),9.5,-119,8.5,-110,R,Lucas Giolito,830968LGIOLITO-R,4,Game 2007
2007,2018-08-30,970,H,OAK,FMONTAS-R,1,-125,-136.0,-1.5(+149),8.5,100,8.5,-105,R,Frankie Montas,830970FMONTAS-R,0,Game 2008
2008,2018-08-31,902,H,WAS,TROARK-R,1,-125,-121.0,-1.5(+172),9.0,-115,9.0,-115,R,Tanner Roark,831902TROARK-R,1,Game 2009
2009,2018-08-31,904,H,PHI,NPIVETTA-R,2,110,-124.0,-1.5(+170),9.0,-120,8.5,-110,R,Nick Pivetta,831904NPIVETTA-R,0,Game 2010
2010,2018-08-31,906,H,ATL,ASANCHEZ-R,2,-120,-127.0,-1.5(+162),8.0,-110,8.5,-120,R,Aaron Sanchez,831906ASANCHEZ-R,0,Game 2011
2011,2018-08-31,908,H,STL,AGOMBER-L,12,-220,-180.0,-1.5(-101),8.5,-105,9.0,-115,L,Austin Gomber,831908AGOMBER-L,7,Game 2012
2012,2018-08-31,910,H,LAD,HRYU-L,3,-125,-140.0,-1.5(+161),7.5,-115,7.0,100,L,Hyun-Jin Ryu,831910HRYU-L,1,Game 2013
2013,2018-08-31,912,H,SDG,BKENNEDY-R,7,135,105.0,+1.5(-155),8.5,-115,8.5,-105,R,Brett Kennedy,831912BKENNEDY-R,1,Game 2014
2014,2018-08-31,914,H,SFO,ASUAREZ-L,7,105,-105.0,-1.5(+188),7.0,100,7.0,-115,L,Andrew Suarez,831914ASUAREZ-L,0,Game 2015
2015,2018-08-31,916,H,NYY,LSEVERINO-R,7,-325,-362.0,-1.5(-163),8.5,100,8.0,-121,R,Luis Severino,831916LSEVERINO-R,0,Game 2016
2016,2018-08-31,918,H,CLE,CKLUBER-R,3,-230,-185.0,-1.5(+107),8.0,-110,8.0,-104,R,Corey Kluber,831918CKLUBER-R,0,Game 2017
2017,2018-08-31,920,H,TEX,DHUTCHISON-R,7,-130,-115.0,-1.5(+148),11.0,100,11.5,-120,R,Drew Hutchison,831920DHUTCHISON-R,6,Game 2018
2018,2018-08-31,922,H,CWS,MKOPECH-R,6,150,145.0,+1.5(-113),9.0,100,9.0,-132,,,831922MKOPECH-R,3,Game 2019
2019,2018-08-31,924,H,HOU,FVALDEZ-L,0,-210,-190.0,-1.5(+103),8.5,-115,9.0,100,L,Framber Valdez,831924FVALDEZ-L,0,Game 2020
2020,2018-08-31,926,H,KAN,BKELLER-R,9,-130,-124.0,-1.5(+155),9.0,-110,9.0,-110,R,Brad Keller,831926BKELLER-R,3,Game 2021
2021,2018-08-31,928,H,OAK,MFIERS-R,7,-150,-134.0,-1.5(+151),8.0,-115,8.0,-115,R,Mike Fiers,831928MFIERS-R,6,Game 2022
2022,2018-08-31,930,H,MIA,DSTRAILY-R,5,105,103.0,+1.5(-161),8.5,-120,8.0,-113,R,Dan Straily,831930DSTRAILY-R,5,Game 2023
2023,2018-09-01,952,H,SFO,DHOLLAND-L,1,-150,-128.0,-1.5(+160),8.0,-101,7.5,-104,L,Derek Holland,901952DHOLLAND-L,1,Game 2024
2024,2018-09-01,954,H,PHI,ZEFLIN-R,1,120,112.0,+1.5(-140),8.5,-101,9.0,-120,R,Zach Eflin,901954ZEFLIN-R,1,Game 2025
2025,2018-09-01,956,H,WAS,SSTRASBURG-R,5,-140,-134.0,-1.5(+159),8.5,100,8.5,100,R,Stephen Strasburg,901956SSTRASBURG-R,1,Game 2026
2026,2018-09-01,958,H,ATL,KGAUSMAN-R,5,-160,-117.0,-1.5(+170),8.0,-101,8.0,-110,R,Kevin Gausman,901958KGAUSMAN-R,0,Game 2027
2027,2018-09-01,960,H,STL,DPONCEDELEON-R,0,-170,-124.0,-1.5(+163),8.5,-120,8.5,-101,,,901960DPONCEDELEON-R,0,Game 2028
2028,2018-09-01,962,H,SDG,RERLIN-L,2,140,121.0,+1.5(-130),7.5,-115,7.0,100,L,Robbie Erlin,901962RERLIN-L,2,Game 2029
2029,2018-09-01,964,H,LAD,CKERSHAW-L,3,-175,-155.0,-1.5(+148),7.0,-110,6.5,-105,L,Clayton Kershaw,901964CKERSHAW-L,0,Game 2030
2030,2018-09-01,966,H,NYY,MTANAKA-R,2,-350,-360.0,-1.5(-175),9.0,-115,8.5,100,R,Masahiro Tanaka,901966MTANAKA-R,2,Game 2031
2031,2018-09-01,968,H,HOU,JJAMES-R,7,-185,-187.0,-1.5(+105),9.0,-120,8.5,100,,,901968JJAMES-R,1,Game 2032
2032,2018-09-01,970,H,CWS,CRODON-L,1,135,189.0,+1.5(+115),8.5,-110,9.0,-122,L,Carlos Rodon,901970CRODON-L,0,Game 2033
2033,2018-09-01,972,H,CLE,SBIEBER-R,3,-107,-134.0,-1.5(+163),8.0,-110,8.0,-123,R,Shane Bieber,901972SBIEBER-R,2,Game 2034
2034,2018-09-01,974,H,KAN,HFILLMYER-R,5,-120,106.0,+1.5(-158),9.5,-120,9.0,100,R,Heath Fillmyer,901974HFILLMYER-R,1,Game 2035
2035,2018-09-01,976,H,TEX,YGALLARDO-R,7,110,109.0,+1.5(-145),10.5,-120,10.0,-105,R,Yovani Gallardo,901976YGALLARDO-R,6,Game 2036
2036,2018-09-01,978,H,OAK,LHENDRIKS-R,7,120,111.0,+1.5(-149),8.0,-110,8.0,-114,,,901978LHENDRIKS-R,3,Game 2037
2037,2018-09-01,980,H,MIA,WCHEN-L,6,-108,-101.0,+1.5(-167),8.0,-119,7.5,-106,L,Wei-Yin Chen,901980WCHEN-L,6,Game 2038
2038,2018-09-02,902,H,WAS,JRODRIGUEZ-R,4,-105,-101.0,+1.5(-168),10.0,-120,9.5,101,R,Jefry Rodriguez,902902JRODRIGUEZ-R,4,Game 2039
2039,2018-09-02,904,H,PHI,ANOLA-R,1,-140,-126.0,-1.5(+159),7.5,100,8.5,-124,R,Aaron Nola,902904ANOLA-R,0,Game 2040
2040,2018-09-02,906,H,STL,LWEAVER-R,4,-180,-150.0,-1.5(+135),8.5,100,8.5,-105,R,Luke Weaver,902906LWEAVER-R,2,Game 2041
2041,2018-09-02,908,H,SFO,CSTRATTON-R,1,135,133.0,+1.5(-132),7.5,-110,7.5,-119,R,Chris Stratton,902908CSTRATTON-R,1,Game 2042
2042,2018-09-02,910,H,LAD,WBUEHLER-R,3,-160,-200.0,-1.5(+105),7.5,-115,7.5,112,R,Walker Buehler,902910WBUEHLER-R,1,Game 2043
2043,2018-09-02,912,H,SDG,JNIX-R,3,135,126.0,+1.5(-130),8.0,-119,8.5,-116,R,Jacob Nix,902912JNIX-R,3,Game 2044
2044,2018-09-02,914,H,ATL,JTEHERAN-R,5,-160,-182.0,-1.5(+108),8.5,-101,9.0,-105,R,Julio Teheran,902914JTEHERAN-R,1,Game 2045
2045,2018-09-02,916,H,NYY,LLYNN-R,7,-240,-256.0,-1.5(-130),9.0,-120,8.5,100,R,Lance Lynn,902916LLYNN-R,3,Game 2046
2046,2018-09-02,918,H,CWS,JSHIELDS-R,8,170,175.0,+1.5(+111),9.5,-101,9.5,-110,R,James Shields,902918JSHIELDS-R,6,Game 2047
2047,2018-09-02,920,H,KAN,JLOPEZ-R,9,-101,-127.0,-1.5(+165),9.5,-105,9.0,-125,R,Jorge Lopez,902920JLOPEZ-R,5,Game 2048
2048,2018-09-02,922,H,TEX,YMENDEZ-L,18,-112,-109.0,-1.5(+170),12.0,-110,10.5,100,,,902922YMENDEZ-L,3,Game 2049
2049,2018-09-02,924,H,OAK,EJACKSON-R,8,-160,-112.0,-1.5(+162),9.0,-110,9.0,102,R,Edwin Jackson,902924EJACKSON-R,1,Game 2050
2050,2018-09-02,926,H,CLE,CCARRASCO-R,4,-215,-205.0,-1.5(-105),8.5,-125,8.5,100,R,Carlos Carrasco,902926CCARRASCO-R,0,Game 2051
2051,2018-09-02,928,H,HOU,GCOLE-R,4,-180,-222.0,-1.5(-114),8.0,-110,7.5,-110,R,Gerrit Cole,902928GCOLE-R,3,Game 2052
2052,2018-09-02,930,H,MIA,JBRIGHAM-R,1,-120,-107.0,+1.5(-170),8.5,-119,7.5,-105,,,902930JBRIGHAM-R,1,Game 2053
2053,2018-09-03,952,H,WAS,MSCHERZER-R,4,-165,-190.0,-1.5(+116),7.0,105,7.5,-108,R,Max Scherzer,903952MSCHERZER-R,1,Game 2054
2054,2018-09-03,954,H,MIA,JURENA-R,3,130,125.0,+1.5(-135),8.0,-110,7.5,-113,R,Jose Urena,903954JURENA-R,3,Game 2055
2055,2018-09-03,956,H,PIT,TWILLIAMS-R,5,-160,-129.0,-1.5(+151),8.0,100,8.5,-105,R,Trevor Williams,903956TWILLIAMS-R,1,Game 2056
2056,2018-09-03,958,H,MIL,ZDAVIES-R,4,125,111.0,+1.5(-150),8.5,100,8.5,-105,R,Zach Davies,903958ZDAVIES-R,2,Game 2057
2057,2018-09-03,960,H,COL,TANDERSON-L,9,-119,-151.0,-1.5(+129),10.0,-105,10.0,-105,L,Tyler Anderson,903960TANDERSON-L,7,Game 2058
2058,2018-09-03,962,H,LAD,AWOOD-L,2,-130,-140.0,-1.5(+161),6.5,100,7.0,-126,L,Alex Wood,903962AWOOD-L,1,Game 2059
2059,2018-09-03,964,H,ARI,ZGODLEY-R,2,-235,-214.0,-1.5(-115),9.0,-120,8.5,-115,R,Zack Godley,903964ZGODLEY-R,1,Game 2060
2060,2018-09-03,966,H,CWS,RLOPEZ-R,4,-130,-119.0,-1.5(+160),9.0,-120,8.5,-120,R,Reynaldo Lopez,903966RLOPEZ-R,1,Game 2061
2061,2018-09-03,968,H,HOU,DKEUCHEL-L,4,-240,-240.0,-1.5(-108),8.0,100,7.5,104,L,Dallas Keuchel,903968DKEUCHEL-L,4,Game 2062
2062,2018-09-03,970,H,OAK,TCAHILL-R,6,-120,-114.0,-1.5(+170),8.5,-119,8.0,-115,R,Trevor Cahill,903970TCAHILL-R,6,Game 2063
2063,2018-09-03,972,H,CLE,APLUTKO-R,1,-220,-200.0,-1.5(+100),9.0,-110,9.0,105,R,Adam Plutko,903972APLUTKO-R,0,Game 2064
2064,2018-09-03,974,H,TOR,MSTROMAN-R,1,-120,-107.0,-1.5(+180),8.5,-119,8.0,100,R,Marcus Stroman,903974MSTROMAN-R,1,Game 2065
2065,2018-09-03,976,H,TEX,JSPRINGS-L,1,110,-137.0,-1.5(+151),10.5,100,10.5,-119,,,903976JSPRINGS-L,0,Game 2066
2066,2018-09-03,978,H,SEA,ERAMIREZ-R,2,-175,-240.0,-1.5(-119),9.0,-120,9.0,-125,R,Erasmo Ramirez,903978ERAMIREZ-R,2,Game 2067
2067,2018-09-03,980,H,ATL,TTOUSSAINT-R,2,110,114.0,+1.5(-141),9.0,-120,9.0,-115,R,Touki Toussaint,903980TTOUSSAINT-R,0,Game 2068
2068,2018-09-04,902,H,WAS,EFEDDE-R,8,110,-119.0,-1.5(+160),9.0,100,10.0,-109,R,Erick Fedde,904902EFEDDE-R,4,Game 2069
2069,2018-09-04,904,H,PIT,JMUSGROVE-R,7,-140,-140.0,-1.5(+151),8.5,-120,8.0,-115,R,Joe Musgrove,904904JMUSGROVE-R,6,Game 2070
2070,2018-09-04,906,H,MIA,TRICHARDS-R,4,125,119.0,+1.5(-155),7.5,100,7.0,100,R,Trevor Richards,904906TRICHARDS-R,3,Game 2071
2071,2018-09-04,908,H,MIL,WMILEY-L,11,-120,100.0,+1.5(-175),9.0,100,9.0,-101,L,Wade Miley,904908WMILEY-L,3,Game 2072
2072,2018-09-04,910,H,COL,GMARQUEZ-R,6,-160,-195.0,-1.5(-105),10.0,-119,10.0,-120,R,German Marquez,904910GMARQUEZ-R,1,Game 2073
2073,2018-09-04,912,H,ARI,RRAY-L,6,-180,-184.0,-1.5(+120),8.0,-120,8.0,-115,L,Robbie Ray,904912RRAY-L,2,Game 2074
2074,2018-09-04,914,H,LAD,RHILL-L,11,-200,-245.0,-1.5(-125),7.5,-101,8.0,105,L,Rich Hill,904914RHILL-L,5,Game 2075
2075,2018-09-04,916,H,TOR,RBORUCKI-L,0,109,111.0,+1.5(-147),8.5,-110,8.5,-110,L,Ryan Borucki,904916RBORUCKI-L,0,Game 2076
2076,2018-09-04,918,H,CLE,MCLEVINGER-R,9,-215,-240.0,-1.5(-125),8.5,-120,8.5,-105,R,Mike Clevinger,904918MCLEVINGER-R,8,Game 2077
2077,2018-09-04,920,H,TEX,MMINOR-L,4,-115,101.0,+1.5(-162),10.0,-119,9.0,-101,L,Mike Minor,904920MMINOR-L,4,Game 2078
2078,2018-09-04,922,H,CWS,LGIOLITO-R,3,-145,-161.0,-1.5(+117),9.0,100,8.5,-105,R,Lucas Giolito,904922LGIOLITO-R,3,Game 2079
2079,2018-09-04,924,H,HOU,JVERLANDER-R,5,-300,-300.0,-1.5(-145),7.5,100,7.5,-120,R,Justin Verlander,904924JVERLANDER-R,4,Game 2080
2080,2018-09-04,926,H,OAK,LHENDRIKS-R,1,110,113.0,+1.5(-161),8.5,-105,8.0,-110,,,904926LHENDRIKS-R,1,Game 2081
2081,2018-09-04,928,H,SEA,WLEBLANC-L,3,-185,-202.0,-1.5(-108),8.5,-120,7.5,-108,L,Wade LeBlanc,904928WLEBLANC-L,1,Game 2082
2082,2018-09-04,930,H,ATL,SNEWCOMB-L,1,115,111.0,+1.5(-145),9.0,-105,8.5,-110,L,Sean Newcomb,904930SNEWCOMB-L,1,Game 2083
2083,2018-09-05,952,H,WAS,TROARK-R,6,-125,-107.0,-1.5(+184),9.0,-115,9.0,-101,R,Tanner Roark,905952TROARK-R,1,Game 2084
2084,2018-09-05,954,H,PIT,JTAILLON-R,3,-205,-190.0,-1.5(+100),8.5,-119,9.0,-131,R,Jameson Taillon,905954JTAILLON-R,3,Game 2085
2085,2018-09-05,956,H,MIA,SALCANTARA-R,2,140,170.0,+1.5(-101),7.5,-105,8.5,-119,R,Sandy Alcantara,905956SALCANTARA-R,2,Game 2086
2086,2018-09-05,958,H,LAD,HRYU-L,3,-170,-187.0,-1.5(+113),7.5,-120,7.5,-125,L,Hyun-Jin Ryu,905958HRYU-L,2,Game 2087
2087,2018-09-05,960,H,MIL,JCHACIN-R,4,-119,-107.0,-1.5(+180),9.0,-119,8.5,100,R,Jhoulys Chacin,905960JCHACIN-R,1,Game 2088
2088,2018-09-05,962,H,COL,ASENZATELA-R,5,-170,-160.0,-1.5(+115),10.5,-101,10.5,-110,R,Antonio Senzatela,905962ASENZATELA-R,3,Game 2089
2089,2018-09-05,964,H,CLE,CKLUBER-R,3,-360,-326.0,-1.5(-150),8.0,-115,8.5,-102,R,Corey Kluber,905964CKLUBER-R,2,Game 2090
2090,2018-09-05,966,H,TOR,ASANCHEZ-R,10,125,125.0,+1.5(-135),8.5,-105,8.5,-119,R,Aaron Sanchez,905966ASANCHEZ-R,8,Game 2091
2091,2018-09-05,968,H,TEX,BCOLON-R,3,116,-126.0,-1.5(+160),10.0,105,10.5,-101,R,Bartolo Colon,905968BCOLON-R,0,Game 2092
2092,2018-09-05,970,H,HOU,FVALDEZ-L,9,-225,-230.0,-1.5(-125),8.5,-115,8.5,-110,L,Framber Valdez,905970FVALDEZ-L,5,Game 2093
2093,2018-09-05,972,H,CWS,MKOPECH-R,2,-155,-151.0,-1.5(+140),8.5,-115,8.0,-101,,,905972MKOPECH-R,0,Game 2094
2094,2018-09-05,974,H,OAK,MFIERS-R,8,125,138.0,+1.5(-125),8.0,-120,7.0,-101,R,Mike Fiers,905974MFIERS-R,7,Game 2095
2095,2018-09-05,976,H,SEA,MLEAKE-R,5,-230,-238.0,-1.5(-128),8.5,-115,8.0,-101,R,Mike Leake,905976MLEAKE-R,3,Game 2096
2096,2018-09-05,978,H,ATL,MFOLTYNEWICZ-R,8,115,-173.0,-1.5(+120),8.5,-105,7.5,-110,R,Mike Foltynewicz,905978MFOLTYNEWICZ-R,7,Game 2097
2097,2018-09-06,902,H,CIN,LCASTILLO-R,2,-167,-165.0,-1.5(+125),8.5,100,8.5,-107,R,Luis Castillo,906902LCASTILLO-R,0,Game 2098
2098,2018-09-06,904,H,WAS,SSTRASBURG-R,4,-127,-105.0,-1.5(+188),8.5,-115,8.5,-107,R,Stephen Strasburg,906904SSTRASBURG-R,4,Game 2099
2099,2018-09-06,906,H,ARI,ZGREINKE-R,6,-175,-164.0,-1.5(+124),8.0,-110,8.0,-121,R,Zack Greinke,906906ZGREINKE-R,3,Game 2100
2100,2018-09-06,908,H,TOR,SGAVIGLIO-R,4,140,140.0,+1.5(-119),9.5,-110,9.0,-125,R,Sam Gaviglio,906908SGAVIGLIO-R,4,Game 2101
2101,2018-09-07,952,H,CIN,ADESCLAFANI-R,12,-160,-153.0,-1.5(+137),9.0,-110,9.0,-101,R,Anthony DeSclafani,907952ADESCLAFANI-R,5,Game 2102
2102,2018-09-07,954,H,PIT,CARCHER-R,5,-170,-210.0,-1.5(+100),7.5,-101,8.0,-120,R,Chris Archer,907954CARCHER-R,2,Game 2103
2103,2018-09-07,958,H,NYM,SMATZ-L,3,140,140.0,+1.5(-125),7.0,-105,7.0,-116,L,Steven Matz,907958SMATZ-L,2,Game 2104
2104,2018-09-07,960,H,MIL,CANDERSON-R,4,-160,-178.0,-1.5(+105),8.5,-110,8.5,-119,R,Chase Anderson,907960CANDERSON-R,2,Game 2105
2105,2018-09-07,962,H,COL,JGRAY-R,2,135,135.0,+1.5(-120),9.5,-110,9.5,-109,R,Jon Gray,907962JGRAY-R,2,Game 2106
2106,2018-09-07,964,H,ARI,PCORBIN-L,5,-131,-195.0,-1.5(+110),7.5,-110,7.5,-118,L,Patrick Corbin,907964PCORBIN-L,4,Game 2107
2107,2018-09-07,966,H,TOR,MESTRADA-R,3,170,210.0,+1.5(+120),9.0,-120,8.5,-105,R,Marco Estrada,907966MESTRADA-R,1,Game 2108
2108,2018-09-07,968,H,TAM,BSNELL-L,14,-275,-275.0,-1.5(-136),7.0,-101,6.5,105,L,Blake Snell,907968BSNELL-L,7,Game 2109
2109,2018-09-07,970,H,BOS,DPRICE-L,3,-115,105.0,+1.5(-159),8.5,100,8.5,-119,L,David Price,907970DPRICE-L,2,Game 2110
2110,2018-09-07,972,H,MIN,SGONSALVES-L,10,-140,-170.0,-1.5(+120),9.5,-110,9.5,-105,,,907972SGONSALVES-L,9,Game 2111
2111,2018-09-07,974,H,CWS,CRODON-L,2,-127,107.0,+1.5(-159),8.5,-115,8.5,105,L,Carlos Rodon,907974CRODON-L,2,Game 2112
2112,2018-09-07,976,H,OAK,LHENDRIKS-R,8,-175,-186.0,-1.5(+100),9.0,-119,9.0,-110,,,907976LHENDRIKS-R,5,Game 2113
2113,2018-09-07,978,H,SEA,JPAXTON-L,0,-108,-111.0,-1.5(+180),7.5,-120,7.5,-120,L,James Paxton,907978JPAXTON-L,0,Game 2114
2114,2018-09-07,980,H,DET,DNORRIS-L,5,150,121.0,+1.5(-134),9.0,-119,9.0,-123,L,Daniel Norris,907980DNORRIS-L,3,Game 2115
2115,2018-09-08,902,H,PIT,INOVA-R,5,-150,-160.0,-1.5(+135),8.0,-110,7.0,-109,R,Ivan Nova,908902INOVA-R,3,Game 2116
2116,2018-09-08,904,H,CIN,MHARVEY-R,7,-135,-119.0,-1.5(+163),9.0,-110,8.5,-117,R,Matt Harvey,908904MHARVEY-R,7,Game 2117
2117,2018-09-08,906,H,WAS,MSCHERZER-R,10,-145,-200.0,-1.5(-106),7.5,-110,7.5,-113,R,Max Scherzer,908906MSCHERZER-R,3,Game 2118
2118,2018-09-08,908,H,MIL,GGONZALEZ-L,4,-170,-194.0,-1.5(-103),8.5,100,8.0,-103,L,Gio Gonzalez,908908GGONZALEZ-L,4,Game 2119
2119,2018-09-08,910,H,NYM,NSYNDERGAARD-R,10,-160,-146.0,-1.5(+148),7.0,-105,7.0,100,R,Noah Syndergaard,908910NSYNDERGAARD-R,7,Game 2120
2120,2018-09-08,912,H,ARI,CBUCHHOLZ-R,4,-125,-134.0,-1.5(+155),8.0,-110,8.5,-110,R,Clay Buchholz,908912CBUCHHOLZ-R,2,Game 2121
2121,2018-09-08,914,H,COL,KFREELAND-L,4,120,111.0,+1.5(-143),9.5,100,10.0,-109,L,Kyle Freeland,908914KFREELAND-L,4,Game 2122
2122,2018-09-08,916,H,BOS,ERODRIGUEZ-L,3,-120,-121.0,-1.5(+165),9.0,-110,9.0,-115,L,Eduardo Rodriguez,908916ERODRIGUEZ-L,2,Game 2123
2123,2018-09-08,918,H,OAK,EJACKSON-R,8,-180,-180.0,-1.5(+101),8.5,100,9.5,-109,R,Edwin Jackson,908918EJACKSON-R,4,Game 2124
2124,2018-09-08,920,H,TOR,SREID-FOLEY-R,8,125,119.0,+1.5(-141),9.5,-110,9.5,-122,R,Sean Reid-Foley,908920SREID-FOLEY-R,5,Game 2125
2125,2018-09-08,922,H,TAM,DCASTILLO-R,10,-240,-245.0,-1.5(-120),8.0,-110,8.0,-117,,,908922DCASTILLO-R,5,Game 2126
2126,2018-09-08,924,H,MIN,JBERRIOS-R,1,-175,-210.0,-1.5(-105),9.0,-110,8.5,-105,R,Jose Berrios,908924JBERRIOS-R,0,Game 2127
2127,2018-09-08,926,H,CWS,JSHIELDS-R,3,108,127.0,+1.5(-136),9.0,-115,9.0,-110,R,James Shields,908926JSHIELDS-R,3,Game 2128
2128,2018-09-08,928,H,SEA,FHERNANDEZ-R,2,-106,103.0,+1.5(-160),8.5,100,8.5,-110,R,Felix Hernandez,908928FHERNANDEZ-R,2,Game 2129
2129,2018-09-08,930,H,DET,MBOYD-L,4,145,152.0,+1.5(-103),8.5,100,8.0,-112,L,Matthew Boyd,908930MBOYD-L,3,Game 2130
2130,2018-09-08,932,H,WAS,JRODRIGUEZ-R,6,140,158.0,+1.5(-103),9.0,100,9.0,-105,R,Jefry Rodriguez,908932JRODRIGUEZ-R,1,Game 2131
2131,2018-09-09,952,H,NYM,COSWALT-R,6,-180,115.0,+0.5(-140),6.5,100,8.5,-120,R,Corey Oswalt,909952COSWALT-R,5,Game 2132
2132,2018-09-09,954,H,CIN,TMAHLE-R,6,-140,-140.0,-1.5(+148),9.0,100,9.0,101,R,Tyler Mahle,909954TMAHLE-R,6,Game 2133
2133,2018-09-09,960,H,MIL,ZDAVIES-R,6,-140,-150.0,-1.5(+145),8.0,-110,8.0,-115,R,Zach Davies,909960ZDAVIES-R,1,Game 2134
2134,2018-09-09,962,H,COL,TANDERSON-L,6,115,101.0,+1.5(-154),10.5,100,11.0,-117,L,Tyler Anderson,909962TANDERSON-L,2,Game 2135
2135,2018-09-09,964,H,ARI,RRAY-L,5,-140,-139.0,-1.5(+148),8.5,-120,8.5,-113,L,Robbie Ray,909964RRAY-L,0,Game 2136
2136,2018-09-09,966,H,TOR,TPANNONE-L,6,155,165.0,+1.5(+103),9.0,-110,9.0,-115,L,Thomas Pannone,909966TPANNONE-L,3,Game 2137
2137,2018-09-09,968,H,TAM,RSTANEK-R,8,-230,-260.0,-1.5(-130),8.0,-110,8.0,-133,,,909968RSTANEK-R,6,Game 2138
2138,2018-09-09,970,H,MIN,CDEJONG-R,3,-150,-134.0,-1.5(+149),9.5,-110,9.5,-116,,,909970CDEJONG-R,1,Game 2139
2139,2018-09-09,972,H,CWS,RLOPEZ-R,0,125,144.0,+1.5(-119),9.0,-120,8.5,-113,R,Reynaldo Lopez,909972RLOPEZ-R,0,Game 2140
2140,2018-09-09,974,H,OAK,TCAHILL-R,7,-230,-224.0,-1.5(-120),9.0,100,9.0,-120,R,Trevor Cahill,909974TCAHILL-R,6,Game 2141
2141,2018-09-09,976,H,SEA,ERAMIREZ-R,3,120,110.0,+1.5(-144),8.5,-120,8.0,-109,R,Erasmo Ramirez,909976ERAMIREZ-R,2,Game 2142
2142,2018-09-09,978,H,BOS,RPORCELLO-R,6,-120,-105.0,-1.5(+170),9.0,-105,9.0,-122,R,Rick Porcello,909978RPORCELLO-R,5,Game 2143
2143,2018-09-09,980,H,DET,MFULMER-R,2,120,117.0,+1.5(-146),8.5,100,8.5,-115,R,Michael Fulmer,909980MFULMER-R,0,Game 2144
2144,2018-09-10,902,H,CIN,CREED-L,10,150,180.0,+1.5(+115),9.0,-110,9.0,-110,L,Cody Reed,910902CREED-L,7,Game 2145
2145,2018-09-10,908,H,CUB,JLESTER-L,2,-140,-131.0,-1.5(+159),8.5,-120,8.5,-109,L,Jon Lester,910908JLESTER-L,2,Game 2146
2146,2018-09-10,910,H,STL,AWAINWRIGHT-R,8,-130,-136.0,-1.5(+160),8.0,100,8.5,-115,R,Adam Wainwright,910910AWAINWRIGHT-R,4,Game 2147
2147,2018-09-10,912,H,COL,GMARQUEZ-R,13,-140,-150.0,-1.5(+130),10.0,-115,10.0,-112,R,German Marquez,910912GMARQUEZ-R,6,Game 2148
2148,2018-09-10,914,H,SFO,DRODRIGUEZ-R,1,115,108.0,+1.5(-156),7.5,-110,7.5,-111,R,Dereck Rodriguez,910914DRODRIGUEZ-R,1,Game 2149
2149,2018-09-10,916,H,DET,FLIRIANO-L,2,260,310.0,+1.5(+180),8.5,-120,8.5,-110,L,Francisco Liriano,910916FLIRIANO-L,1,Game 2150
2150,2018-09-10,918,H,TAM,DCASTILLO-R,6,135,135.0,+1.5(-130),7.0,100,7.0,-105,,,910918DCASTILLO-R,4,Game 2151
2151,2018-09-10,920,H,MIN,KGIBSON-R,2,140,169.0,+1.5(+100),9.0,-115,8.5,103,R,Kyle Gibson,910920KGIBSON-R,0,Game 2152
2152,2018-09-10,922,H,KAN,JJUNIS-R,4,-130,-131.0,-1.5(+155),9.0,-120,8.5,-110,R,Jakob Junis,910922JJUNIS-R,2,Game 2153
2153,2018-09-10,924,H,LAA,JBARRIA-R,2,-140,-126.0,-1.5(+155),8.5,-120,8.5,-110,R,Jaime Barria,910924JBARRIA-R,1,Game 2154
2154,2018-09-11,952,H,CIN,LCASTILLO-R,3,140,155.0,+1.5(-110),9.0,-120,8.5,-110,R,Luis Castillo,911952LCASTILLO-R,3,Game 2155
2155,2018-09-11,954,H,PHI,JARRIETA-R,6,-108,-133.0,-1.5(+147),9.0,-119,8.5,100,R,Jake Arrieta,911954JARRIETA-R,5,Game 2156
