,Date,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
23,2018-05-03,ATL,23.2,96,10.6,3.8,2.8,0.8,29.2%,10.4%,18.8%,.202,1.14,.273,91.3%,3.29,3.79
24,2018-05-03,SEA,20.0,80,13.1,2.7,4.8,0.9,36.3%,7.5%,28.7%,.167,0.90,.244,75.6%,2.76,3.53
25,2018-05-03,CIN,33.0,143,9.5,3.0,3.2,0.5,24.5%,7.7%,16.8%,.275,1.42,.362,70.8%,2.92,3.28
26,2018-05-03,NYY,26.1,104,10.9,2.1,5.3,0.3,30.8%,5.8%,25.0%,.224,1.06,.323,97.7%,1.91,3.11
27,2018-05-03,BOS,28.0,124,10.6,1.6,6.6,1.6,26.6%,4.0%,22.6%,.304,1.43,.380,80.0%,3.88,3.03
28,2018-05-03,HOU,12.2,55,11.4,2.1,5.3,1.4,29.1%,5.5%,23.6%,.288,1.42,.382,65.8%,3.40,2.78
29,2018-05-03,MIL,23.0,92,10.2,2.7,3.7,0.4,28.3%,7.6%,20.6%,.220,1.09,.293,80.5%,2.38,2.60
0,2018-05-04,SDP,20.2,101,6.1,3.9,1.6,1.7,13.9%,8.9%,5.0%,.318,1.79,.333,62.9%,5.92,6.12
1,2018-05-04,NYM,27.1,122,6.6,2.3,2.9,1.6,16.4%,5.7%,10.7%,.295,1.46,.318,68.6%,5.06,5.46
2,2018-05-04,CLE,29.1,146,8.6,4.9,1.8,3.1,19.2%,11.0%,8.2%,.317,1.91,.337,62.2%,7.63,5.45
